,Crop,Soil,Temperature,Soil_Texture,Soil_Colour,Drainage,Water_holding_capacity,Sunlight,Yield
2636,Potato,Red,11,Sandy,Red,High,Low,nor-,Average
2637,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,nor-,Good
2638,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
2639,Chilli,Red,11,Sandy,Red,High,Low,low,Poor
2640,Tomato,Red,11,Sandy,Red,High,Low,low,Good
2641,Potato,Red,11,Sandy,Red,High,Low,low,Average
2642,Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
2643,Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low-,Good
2644,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2645,Tomato,Red,8,Sandy,Red,High,Low,low-,Good
2646,Potato,Red,8,Sandy,Red,High,Low,low,Average
2647,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2648,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2649,Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
2650,Tomato,Red,8,Sandy,Red,High,Low,low-,Good
2651,Potato,Red,8,Sandy,Red,High,Low,nor-,Average
2652,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2653,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2654,Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
2655,Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
2656,Potato,Red,8,Sandy,Red,High,Low,nor,Average
2657,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor,Good
2658,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2659,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2660,Tomato,Red,8,Sandy,Red,High,Low,nor,Good
2661,Potato,Red,8,Sandy,Red,High,Low,nor,Average
2662,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2663,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2664,Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
2665,Tomato,Red,8,Sandy,Red,High,Low,low-,Good
2666,Potato,Red,8,Sandy,Red,High,Low,hgh,Average
2667,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,hgh,Good
2668,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,hgh,Good
2669,Chilli,Red,9,Sandy,Red,High,Low,hgh,Poor
2670,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2671,Potato,Red,9,Sandy,Red,High,Low,low,Average
2672,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2673,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2674,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2675,Tomato,Red,9,Sandy,Red,High,Low,nor-,Good
2676,Potato,Red,9,Sandy,Red,High,Low,nor-,Average
2677,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2678,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2679,Chilli,Red,9,Sandy,Red,High,Low,nor-,Poor
2680,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2681,Potato,Red,9,Sandy,Red,High,Low,low,Average
2682,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2683,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2684,Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
2685,Tomato,Red,9,Sandy,Red,High,Low,low-,Good
2686,Potato,Red,9,Sandy,Red,High,Low,low,Average
2687,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
2688,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2689,Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
2690,Tomato,Red,9,Sandy,Red,High,Low,low-,Good
2691,Potato,Red,9,Sandy,Red,High,Low,low-,Average
2692,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
2693,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2694,Chilli,Red,9,Sandy,Red,High,Low,nor-,Poor
2695,Tomato,Red,9,Sandy,Red,High,Low,nor-,Good
2696,Potato,Red,9,Sandy,Red,High,Low,nor-,Average
2697,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2698,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
2699,Chilli,Red,9,Sandy,Red,High,Low,nor,Poor
2700,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2701,Potato,Red,9,Sandy,Red,High,Low,low,Average
2702,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
2703,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
2704,Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
2705,Tomato,Red,9,Sandy,Red,High,Low,low-,Good
2706,Potato,Red,9,Sandy,Red,High,Low,low-,Average
2707,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
2708,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,hgh,Good
2709,Chilli,Red,9,Sandy,Red,High,Low,hgh,Poor
2710,Tomato,Red,9,Sandy,Red,High,Low,hgh,Good
2711,Potato,Red,9,Sandy,Red,High,Low,hgh,Average
2712,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2713,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2714,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2715,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2716,Potato,Red,9,Sandy,Red,High,Low,low,Average
2717,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2718,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2719,Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
2720,Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
2721,Potato,Red,8,Sandy,Red,High,Low,nor-,Average
2722,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2723,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2724,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2725,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2726,Potato,Red,8,Sandy,Red,High,Low,low-,Average
2727,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2728,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2729,Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
2730,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2731,Potato,Red,8,Sandy,Red,High,Low,low-,Average
2732,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2733,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2734,Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
2735,Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
2736,Potato,Red,8,Sandy,Red,High,Low,nor-,Average
2737,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2738,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2739,Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
2740,Tomato,Red,8,Sandy,Red,High,Low,nor,Good
2741,Potato,Red,8,Sandy,Red,High,Low,nor,Average
2742,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2743,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2744,Chilli,Red,8,Sandy,Red,High,Low,nor,Poor
2745,Tomato,Red,8,Sandy,Red,High,Low,nor,Good
2746,Potato,Red,8,Sandy,Red,High,Low,low-,Average
2747,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2748,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2749,Chilli,Red,8,Sandy,Red,High,Low,low-,Poor
2750,Tomato,Red,8,Sandy,Red,High,Low,hgh,Good
2751,Potato,Red,8,Sandy,Red,High,Low,hgh,Average
2752,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,hgh,Good
2753,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,hgh,Good
2754,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2755,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2756,Potato,Red,8,Sandy,Red,High,Low,low,Average
2757,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2758,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2759,Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
2760,Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
2761,Potato,Red,8,Sandy,Red,High,Low,nor-,Average
2762,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2763,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2764,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2765,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2766,Potato,Red,8,Sandy,Red,High,Low,low,Average
2767,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2768,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2769,Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
2770,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2771,Potato,Red,9,Sandy,Red,High,Low,low-,Average
2772,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,low,Good
2773,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
2774,Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
2775,Tomato,Red,9,Sandy,Red,High,Low,low-,Good
2776,Potato,Red,9,Sandy,Red,High,Low,low-,Average
2777,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2778,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor-,Good
2779,Chilli,Red,9,Sandy,Red,High,Low,nor-,Poor
2780,Tomato,Red,9,Sandy,Red,High,Low,nor-,Good
2781,Potato,Red,9,Sandy,Red,High,Low,nor-,Average
2782,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
2783,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
2784,Chilli,Red,9,Sandy,Red,High,Low,low,Poor
2785,Tomato,Red,9,Sandy,Red,High,Low,low,Good
2786,Potato,Red,9,Sandy,Red,High,Low,nor,Average
2787,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,nor,Good
2788,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,low-,Good
2789,Chilli,Red,9,Sandy,Red,High,Low,low-,Poor
2790,Tomato,Red,9,Sandy,Red,High,Low,low-,Good
2791,Potato,Red,9,Sandy,Red,High,Low,low-,Average
2792,Chilli,Alluvial,9,Loamy,Brown,Medium,Medium,hgh,Good
2793,Tomato,Alluvial,9,Loamy,Brown,Medium,Medium,hgh,Good
2794,Chilli,Red,8,Sandy,Red,High,Low,hgh,Poor
2795,Tomato,Red,8,Sandy,Red,High,Low,hgh,Good
2796,Potato,Red,8,Sandy,Red,High,Low,low,Average
2797,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2798,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2799,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2800,Tomato,Red,8,Sandy,Red,High,Low,low,Good
2801,Potato,Red,8,Sandy,Red,High,Low,nor-,Average
2802,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2803,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2804,Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
2805,Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
2806,Potato,Red,8,Sandy,Red,High,Low,low,Average
2807,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2808,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2809,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2810,Tomato,Red,8,Sandy,Red,High,Low,low-,Good
2811,Potato,Red,8,Sandy,Red,High,Low,low-,Average
2812,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
2813,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2814,Chilli,Red,8,Sandy,Red,High,Low,low,Poor
2815,Tomato,Red,8,Sandy,Red,High,Low,low-,Good
2816,Potato,Red,8,Sandy,Red,High,Low,low-,Average
2817,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2818,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low-,Good
2819,Chilli,Red,8,Sandy,Red,High,Low,nor-,Poor
2820,Tomato,Red,8,Sandy,Red,High,Low,nor-,Good
2821,Potato,Red,8,Sandy,Red,High,Low,nor-,Average
2822,Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2823,Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,nor-,Good
2824,Chilli,Black,31,Clayey,Black,Low,High,low,Poor
2825,Tomato,Black,32,Clayey,Black,Low,High,low,Good
2826,Potato,Black,32,Clayey,Black,Low,High,low,Average
2827,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2828,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
2829,Chilli,Black,32,Clayey,Black,Low,High,low,Good
2830,Tomato,Black,32,Clayey,Black,Low,High,low,Average
2831,Potato,Black,32,Clayey,Black,Low,High,low,Average
2832,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
2833,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
2834,Chilli,Black,31,Clayey,Black,Low,High,low,Average
2835,Tomato,Black,31,Clayey,Black,Low,High,low,Average
2836,Potato,Black,30,Clayey,Black,Low,High,low,Poor
2837,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
2838,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
2839,Chilli,Black,32,Clayey,Black,Low,High,low,Average
2840,Tomato,Black,34,Clayey,Black,Low,High,low,Poor
2841,Potato,Black,34,Clayey,Black,Low,High,low,Good
2842,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
2843,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2844,Chilli,Black,31,Clayey,Black,Low,High,low,Poor
2845,Tomato,Black,32,Clayey,Black,Low,High,low,Good
2846,Potato,Black,34,Clayey,Black,Low,High,low,Average
2847,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
2848,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
2849,Chilli,Black,31,Clayey,Black,Low,High,low,Good
2850,Tomato,Black,34,Clayey,Black,Low,High,low,Average
2851,Potato,Black,35,Clayey,Black,Low,High,low,Average
2852,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
2853,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
2854,Chilli,Black,34,Clayey,Black,Low,High,low,Average
2855,Tomato,Black,32,Clayey,Black,Low,High,low,Average
2856,Potato,Black,33,Clayey,Black,Low,High,low,Poor
2857,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Good
2858,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
2859,Chilli,Black,30,Clayey,Black,Low,High,low,Average
2860,Tomato,Black,31,Clayey,Black,Low,High,low,Poor
2861,Potato,Black,30,Clayey,Black,Low,High,low,Good
2862,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
2863,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
2864,Chilli,Black,29,Clayey,Black,Low,High,low,Poor
2865,Tomato,Black,27,Clayey,Black,Low,High,low,Good
2866,Potato,Black,28,Clayey,Black,Low,High,low,Average
2867,Chilli,Alluvial,26,Loamy,Brown,Medium,Medium,low,Average
2868,Potato,Alluvial,25,Loamy,Brown,Medium,Medium,low,Poor
2869,Chilli,Black,27,Clayey,Black,Low,High,low,Good
2870,Tomato,Black,29,Clayey,Black,Low,High,low,Average
2871,Potato,Black,29,Clayey,Black,Low,High,low,Average
2872,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
2873,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
2874,Chilli,Black,30,Clayey,Black,Low,High,low,Average
2875,Tomato,Black,30,Clayey,Black,Low,High,low,Average
2876,Potato,Black,30,Clayey,Black,Low,High,low,Poor
2877,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
2878,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
2879,Chilli,Black,30,Clayey,Black,Low,High,low,Average
2880,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
2881,Potato,Black,31,Clayey,Black,Low,High,low,Good
2882,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2883,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2884,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
2885,Tomato,Black,31,Clayey,Black,Low,High,low,Good
2886,Potato,Black,32,Clayey,Black,Low,High,low,Average
2887,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2888,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
2889,Chilli,Black,32,Clayey,Black,Low,High,low,Good
2890,Tomato,Black,32,Clayey,Black,Low,High,low,Average
2891,Potato,Black,31,Clayey,Black,Low,High,low,Average
2892,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
2893,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
2894,Chilli,Black,32,Clayey,Black,Low,High,low,Average
2895,Tomato,Black,34,Clayey,Black,Low,High,low,Average
2896,Potato,Black,32,Clayey,Black,Low,High,low,Poor
2897,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
2898,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
2899,Chilli,Black,34,Clayey,Black,Low,High,low,Average
2900,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
2901,Potato,Black,31,Clayey,Black,Low,High,low,Good
2902,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2903,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
2904,Chilli,Black,28,Clayey,Black,Low,High,low,Poor
2905,Tomato,Black,29,Clayey,Black,Low,High,low,Good
2906,Potato,Black,31,Clayey,Black,Low,High,low,Average
2907,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
2908,Potato,Alluvial,35,Loamy,Brown,Medium,Medium,low,Poor
2909,Chilli,Black,34,Clayey,Black,Low,High,low,Good
2910,Tomato,Black,34,Clayey,Black,Low,High,low,Average
2911,Potato,Black,34,Clayey,Black,Low,High,low,Average
2912,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
2913,Potato,Alluvial,33,Loamy,Brown,Medium,Medium,low,Good
2914,Chilli,Black,31,Clayey,Black,Low,High,low,Average
2915,Tomato,Black,31,Clayey,Black,Low,High,low,Average
2916,Potato,Black,30,Clayey,Black,Low,High,low,Poor
2917,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Good
2918,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
2919,Chilli,Black,28,Clayey,Black,Low,High,low,Average
2920,Tomato,Black,29,Clayey,Black,Low,High,low,Poor
2921,Potato,Black,29,Clayey,Black,Low,High,low,Good
2922,Chilli,Alluvial,27,Loamy,Brown,Medium,Medium,low,Average
2923,Potato,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
2924,Chilli,Black,26,Clayey,Black,Low,High,low,Poor
2925,Tomato,Black,25,Clayey,Black,Low,High,low,Good
2926,Potato,Black,27,Clayey,Black,Low,High,low,Average
2927,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
2928,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
2929,Chilli,Black,29,Clayey,Black,Low,High,low,Good
2930,Tomato,Black,29,Clayey,Black,Low,High,low,Average
2931,Potato,Black,30,Clayey,Black,Low,High,low,Average
2932,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
2933,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
2934,Chilli,Black,30,Clayey,Black,Low,High,low,Average
2935,Tomato,Black,30,Clayey,Black,Low,High,low,Average
2936,Potato,Black,30,Clayey,Black,Low,High,low,Poor
2937,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
2938,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
2939,Chilli,Black,32,Clayey,Black,Low,High,low,Average
2940,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
2941,Potato,Black,32,Clayey,Black,Low,High,low,Good
2942,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
2943,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2944,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
2945,Tomato,Black,32,Clayey,Black,Low,High,low,Good
2946,Potato,Black,32,Clayey,Black,Low,High,low,Average
2947,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2948,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
2949,Chilli,Black,31,Clayey,Black,Low,High,low,Good
2950,Tomato,Black,30,Clayey,Black,Low,High,low,Average
2951,Potato,Black,32,Clayey,Black,Low,High,low,Average
2952,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
2953,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
2954,Chilli,Black,34,Clayey,Black,Low,High,low,Average
2955,Tomato,Black,34,Clayey,Black,Low,High,low,Average
2956,Potato,Black,34,Clayey,Black,Low,High,low,Poor
2957,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
2958,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
2959,Chilli,Black,32,Clayey,Black,Low,High,low,Average
2960,Tomato,Black,34,Clayey,Black,Low,High,low,Poor
2961,Potato,Black,28,Clayey,Black,Low,High,low,Good
2962,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
2963,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
2964,Chilli,Black,34,Clayey,Black,Low,High,low,Poor
2965,Tomato,Black,35,Clayey,Black,Low,High,low,Good
2966,Potato,Black,34,Clayey,Black,Low,High,low,Average
2967,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
2968,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
2969,Chilli,Black,32,Clayey,Black,Low,High,low,Good
2970,Tomato,Black,33,Clayey,Black,Low,High,low,Average
2971,Potato,Black,31,Clayey,Black,Low,High,low,Average
2972,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
2973,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
2974,Chilli,Black,31,Clayey,Black,Low,High,low,Average
2975,Tomato,Black,30,Clayey,Black,Low,High,low,Average
2976,Potato,Black,28,Clayey,Black,Low,High,low,Poor
2977,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
2978,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
2979,Chilli,Black,27,Clayey,Black,Low,High,low,Average
2980,Tomato,Black,28,Clayey,Black,Low,High,low,Poor
2981,Potato,Black,26,Clayey,Black,Low,High,low,Good
2982,Chilli,Alluvial,25,Loamy,Brown,Medium,Medium,low,Average
2983,Potato,Alluvial,27,Loamy,Brown,Medium,Medium,low,Average
2984,Chilli,Black,29,Clayey,Black,Low,High,low,Poor
2985,Tomato,Black,29,Clayey,Black,Low,High,low,Good
2986,Potato,Black,29,Clayey,Black,Low,High,low,Average
2987,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
2988,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
2989,Chilli,Black,30,Clayey,Black,Low,High,low,Good
2990,Tomato,Black,30,Clayey,Black,Low,High,low,Average
2991,Potato,Black,30,Clayey,Black,Low,High,low,Average
2992,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
2993,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
2994,Chilli,Black,32,Clayey,Black,Low,High,low,Average
2995,Tomato,Black,31,Clayey,Black,Low,High,low,Average
2996,Potato,Black,32,Clayey,Black,Low,High,low,Poor
2997,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
2998,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
2999,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3000,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3001,Potato,Black,32,Clayey,Black,Low,High,low,Good
3002,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3003,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3004,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
3005,Tomato,Black,31,Clayey,Black,Low,High,low,Good
3006,Potato,Black,31,Clayey,Black,Low,High,low,Average
3007,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3008,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3009,Chilli,Black,34,Clayey,Black,Low,High,low,Good
3010,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3011,Potato,Black,34,Clayey,Black,Low,High,low,Average
3012,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
3013,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3014,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3015,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3016,Potato,Black,32,Clayey,Black,Low,High,low,Poor
3017,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3018,Potato,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
3019,Chilli,Black,29,Clayey,Black,Low,High,low,Average
3020,Tomato,Black,31,Clayey,Black,Low,High,low,Poor
3021,Potato,Black,34,Clayey,Black,Low,High,low,Good
3022,Chilli,Alluvial,35,Loamy,Brown,Medium,Medium,low,Average
3023,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3024,Chilli,Black,34,Clayey,Black,Low,High,low,Poor
3025,Tomato,Black,34,Clayey,Black,Low,High,low,Good
3026,Potato,Black,32,Clayey,Black,Low,High,low,Average
3027,Chilli,Alluvial,33,Loamy,Brown,Medium,Medium,low,Average
3028,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3029,Chilli,Black,31,Clayey,Black,Low,High,low,Good
3030,Tomato,Black,30,Clayey,Black,Low,High,low,Average
3031,Potato,Black,31,Clayey,Black,Low,High,low,Average
3032,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
3033,Potato,Alluvial,28,Loamy,Brown,Medium,Medium,low,Good
3034,Chilli,Black,29,Clayey,Black,Low,High,low,Average
3035,Tomato,Black,29,Clayey,Black,Low,High,low,Average
3036,Potato,Black,27,Clayey,Black,Low,High,low,Poor
3037,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Good
3038,Potato,Alluvial,26,Loamy,Brown,Medium,Medium,low,Average
3039,Chilli,Black,25,Clayey,Black,Low,High,low,Average
3040,Tomato,Black,27,Clayey,Black,Low,High,low,Poor
3041,Potato,Black,29,Clayey,Black,Low,High,low,Good
3042,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
