Crop,Soil,Temperature,Soil Texture,Soil Colour,Drainage,Water holding capacity,Sunlight,Yield
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,12,Sandy,Red,High,Low,low,Poor
Tomato,Red,12,Sandy,Red,High,Low,low,Good
Potato,Red,12,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,12,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,14,Sandy,Red,High,Low,low,Poor
Tomato,Red,14,Sandy,Red,High,Low,low,Good
Potato,Red,14,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,14,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,15,Sandy,Red,High,Low,low,Poor
Tomato,Red,15,Sandy,Red,High,Low,low,Good
Potato,Red,15,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,15,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,16,Sandy,Red,High,Low,low,Poor
Tomato,Red,16,Sandy,Red,High,Low,low,Good
Potato,Red,16,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,16,Sandy,Red,High,Low,low,Poor
Tomato,Red,16,Sandy,Red,High,Low,low,Good
Potato,Red,16,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,16,Sandy,Red,High,Low,low,Poor
Tomato,Red,16,Sandy,Red,High,Low,low,Good
Potato,Red,16,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,16,Sandy,Red,High,Low,low,Poor
Tomato,Red,16,Sandy,Red,High,Low,low,Good
Potato,Red,16,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,16,Sandy,Red,High,Low,low,Poor
Tomato,Red,16,Sandy,Red,High,Low,low,Good
Potato,Red,16,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,16,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,13,Sandy,Red,High,Low,low,Poor
Tomato,Red,13,Sandy,Red,High,Low,low,Good
Potato,Red,13,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,13,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,11,Sandy,Red,High,Low,low,Poor
Tomato,Red,11,Sandy,Red,High,Low,low,Good
Potato,Red,11,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,11,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,6,Sandy,Red,High,Low,low,Poor
Tomato,Red,6,Sandy,Red,High,Low,low,Good
Potato,Red,6,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,6,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,7,Sandy,Red,High,Low,low,Poor
Tomato,Red,7,Sandy,Red,High,Low,low,Good
Potato,Red,7,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,7,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
Tomato,Red,8,Sandy,Red,High,Low,low,Good
Potato,Red,8,Sandy,Red,High,Low,low,Average
Chilli,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Tomato,Alluvial,8,Loamy,Brown,Medium,Medium,low,Good
Chilli,Red,8,Sandy,Red,High,Low,low,Poor
